nhom_bds_lon,nhom_bds,loai_bds,quan_huyen,ten_duong,dia_chi,gia(ty),trieu/m2,dien_tich(m2),ngang (m),doc (m),huong,phap_ly,so_tang,so_phong_ngu,so_wc,tieu_de,nguon
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Tây Sơn,Đường Tây Sơn,2.37,28.55421686746988,83.0,5.0,18.0,Chưa xác định,Đang cập nhật,0,0,0,Bán đất khu dân cư núi mồ côi - nhơn phú,https://alonhadat.com.vn/ban-dat-khu-dan-cu-nui-mo-coi-nhon-phu-18452518.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lê Đức Thọ,Đường Lê Đức Thọ,1.9,29.23076923076923,65.0,0.0,0.0,Chưa xác định,Sổ hồng,30,2,2,"Bán căn hộ phú tài residence (phú tài 1) 1,9 tỷ - 2pn - full nội thất cao cấp - view biển",https://alonhadat.com.vn/ban-can-ho-phu-tai-residence-ho-sinh-thai-1-8-ty-full-noi-that-cao-cap-12384251.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Huyện Phù Cát,Lê Hoàn,Đường Lê Hoàn,4.0,33.333333333333336,120.0,6.0,20.0,Chưa xác định,Đang cập nhật,3,5,4,Bai a retreat khu đô thị nghĩ dưỡng khoáng nóng tự nhiên 80 độ c tiên phong độc bản,https://alonhadat.com.vn/bai-a-retreat-khu-do-thi-nghi-duong-khoang-nong-tu-nhien-80-do-c-tien-phong-doc-ban-16946017.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Lê Hồng Phong,Đường Lê Hồng Phong,3.69,82.0,45.0,4.5,13.0,Chưa xác định,Đang cập nhật,3,3,3,"Bán nhà 3 mê Lê Hồng Phong quy nhơn, 3ty xxz +diện tích: 45m², ngang 7 m, hẻm cạn rộng 4,5 m",https://alonhadat.com.vn/ban-nha-3-me-siu-dep-mat-tien-ha-thanh-dong-da-phuong-quy-nhon-54-3m-gan-dong-gia-vien-18200396.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Số 1,Đường Số 1,5.35,66.875,80.0,5.0,16.0,Tây,Sổ hồng,3,4,4,Bán nhà 3 mê view sông đại phú gia – quy nhơn đông,https://alonhadat.com.vn/-ban-nha-3-me-view-song-dai-phu-gia-quy-nhon-dong-18407791.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,1.55,25.833333333333332,60.0,0.0,0.0,Chưa xác định,Sổ hồng,10,2,1,"Bán căn hộ chung cư thịnh phát 1.55 tỷ, tầng 10, view biển . 60 m²- sổ hồng lâu dài",https://alonhadat.com.vn/ban-can-ho-chung-cu-thinh-phat-1-35-ty-tang-10-view-bien-60m2-so-hong-lau-dai-15020522.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Lý Thái Tổ,Đường Lý Thái Tổ,1.25,35.714285714285715,35.0,0.0,0.0,Tây,Đang cập nhật,3,1,2,Chuyển nhượng căn hộ phú tài central life,https://alonhadat.com.vn/chuyen-nhuong-can-ho-phu-tai-central-life-17922928.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,3.95,91.86046511627907,43.0,4.5,10.0,Đông,Đang cập nhật,3,3,3,"Bán nhà 3 tầng mặt tiền hà thanh 2 quy nhơn, 42,75 m², giá 3 tỷ 9xz +diện tích: 42,75 m², ngang 4",https://alonhadat.com.vn/ban-nha-3-tang-mat-tien-ha-thanh-2-quy-nhon-42-75m2-gia-3-ty-9xz-dt-42-75m2-ngang-4-18709360.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Không rõ,Không rõ,1.95,21.666666666666668,90.0,5.0,18.0,Đông,Đang cập nhật,4,5,0,"Bán đất thị trấn cát tiến, huyện phù cát, tỉnh bình định.",https://alonhadat.com.vn/ban-dat-thi-tran-cat-tien-huyen-phu-cat-tinh-binh-dinh--14937363.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Võ Mười,Đường Võ Mười 114 m² hôm nay 🌺bán nhà 4 mê mặt tiền đường Võ Mười-thành phố quy nhơn 🌺vị trí trung tâm thành phố,12.5,109.64912280701755,114.0,6.0,19.0,Tây,Đang cập nhật,5,5,3,Bán nhà 5 tầng mặt tiền đường Võ Mười 114 m²,https://alonhadat.com.vn/ban-dat-3-mat-tien-duong-nguyen-hoang-view-song-ha-thanh-177m2-11574017.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,DS8,Đường DS8,1.68,16.8,100.0,5.0,20.0,Chưa xác định,Đang cập nhật,0,0,0,"Chính chủ bán đất đường DS8, phường. Trần Quang Diệu. quy nhơn, bình định.giá 1 tỷ 680tr",https://alonhadat.com.vn/chinh-chu-ban-dat-duong-ds8-p-tran-quang-dieu-quy-nhon-binh-dinh-gia-1-ty-680tr-18573869.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Huy Tưởng,Đường Nguyễn Huy Tưởng,8.9,111.25,80.0,5.0,16.0,Bắc,Đang cập nhật,3,4,3,Bán nhà 3 tầng mặt tiền Nguyễn Huy Tưởng – trung tâm thành phố,https://alonhadat.com.vn/-ban-nha-mat-tien-le-duan-trung-tam-tp-quy-nhon-18265665.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Lê Hồng Phong,Đường huyết mạch của thị xã ( q...... << xem chi tiết >> 14 m giá: 2 tỷ diện tích: 100 m² kt: 5x20mhướng: tây nam đường Lê Hồng Phong,2.0,20.0,100.0,5.0,20.0,Tây,Đang cập nhật,0,0,0,Mở bán siêu dự án trung tâm thị xã an nhơn !,https://alonhadat.com.vn/mo-ban-sieu-du-an-trung-tam-thi-xa-an-nhon--10842779.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Không rõ,Không rõ,1.79,22.375,80.0,5.0,16.0,Đông,Đang cập nhật,4,4,4,Đất ven sông hà thanh - chỉ cần chuẩn bị trước 1/3 giá trị đất - htls 0%,https://alonhadat.com.vn/dat-ven-song-ha-thanh-chi-can-chuan-bi-truoc-1-3-gia-tri-dat-htls-0--18497781.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ,1.5,23.4375,64.0,6.0,10.0,Đông,Đang cập nhật,28,2,2,Bán nhanh căn ecolife 2pn full nội thất,https://alonhadat.com.vn/ban-nhanh-can-ecolife-quy-nhon-gia-re-14864786.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Lê Văn Thủ,Đường Lê Văn Thủ - phường nhơn bình - quy nhơn - diện tích 90 m2,2.65,29.444444444444443,90.0,5.0,18.0,Chưa xác định,Đang cập nhật,0,0,0,Bán lô đất mặt tiền - Lê Văn Thủ - nhơn bình,https://alonhadat.com.vn/ban-lo-dat-mat-tien-le-van-thu-nhon-binh-18472920.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Biên Cương,Đường Biên Cương – phường quy nhơn nam hôm nay 🏡 bán nhà mặt tiền đường Biên Cương – phường quy nhơn nam ✨ thông tin chi tiết: • 📍 vị trí: trung tâm,19.5,100.0,195.0,6.0,32.4,Đông,Đang cập nhật,3,2,3,Bán nhà mặt tiền đường Biên Cương – phường quy nhơn nam,https://alonhadat.com.vn/can-ban-lo-dat-biet-thu-duong-luu-huu-phuoc-doi-dien-cc-phu-tai-reverside-dt-400m2-8943447.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Tô Hiến Thành,Đường Tô Hiến Thành,5.2,59.09090909090909,88.0,4.5,13.0,Chưa xác định,Đang cập nhật,2,4,3,Chủ nhà chuyển ra mặt tiền nên cần bán lại. nhà hẻm ô tô Tô Hiến Thành – diện tích 88m² – giá,https://alonhadat.com.vn/-chu-nha-chuyen-ra-mat-tien-nen-can-ban-lai-nha-hem-o-to-to-hien-thanh-dt-88m-gia-18283062.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Nguyễn Thái Học,Đường Nguyễn Thái Học,3.65,81.11111111111111,45.0,5.0,9.0,Chưa xác định,Đang cập nhật,3,3,3,Nhà 3 tầng hẻm cạn Nguyễn Thái Học -gần biển gần siêu thị go - 45 m² - 3 tỷ xxx triệu,https://alonhadat.com.vn/-nha-3-tang-hem-can-nguyen-thai-hoc-gan-bien-gan-sieu-thi-go-45m2-3-ty-xxx-trieu-18418190.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.88,18.8,100.0,5.0,20.0,Tây,Đang cập nhật,0,0,0,"Bán đất diện tích 100 m² khu dân cư vĩnh liêm,phường bình định, tx an nhơn,bình định",https://alonhadat.com.vn/-ban-dat-dt-100m2-khu-dan-cu-vinh-liem-p-binh-dinh-tx-an-nhon-binh-dinh-17073787.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Phú,Đường Nội Bộ Trần Phú,5.5,68.75,80.0,4.0,22.0,Tây,Đang cập nhật,2,4,3,"Bán 2 căn nhà đường Nội Bộ Trần Phú, khu trung tâm - diện tích 80 m² và 90 m²",https://alonhadat.com.vn/-ban-nha-3-me-duong-noi-bo-tran-phu-doi-dien-truong-quoc-hoc-18311473.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Đào Doãn Địch,Đường Đào Doãn Địch,10.5,116.66666666666667,90.0,6.0,18.0,Chưa xác định,Đang cập nhật,1,3,3,Bán nhà góc 2 mặt tiền Nguyễn Trung Trực – trung tâm quy nhơn,https://alonhadat.com.vn/-ban-nha-goc-2-mat-tien-nguyen-trung-truc-trung-tam-quy-nhon-18262496.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Số 1,Đường Số 1 ✨ nhà mới đẹp,7.3,73.0,100.0,5.0,20.0,Chưa xác định,Sổ đỏ,3,5,4,Bán nhà 3 tầng – khu đại phú gia - #c301,https://alonhadat.com.vn/ban-nha-3-tang-khu-dai-phu-gia-c301-17833539.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Nguyễn Diêu,Đường Nguyễn Diêu hôm nay 👉👉 lô 1: bán lô đất mặt tiền đường Nguyễn Diêu diện tích: 85 m² ngang 5 m tấy bắc giá bán: 2 tỷ 9 👉👉 lô 2: bán 2 lô liền kề mặt tiền Nguyễn Diêu – chợ dinh vị trí: đối diện mạnh hùng 📐 diện tích: 87,2.9,33.142857142857146,87.5,5.0,17.0,Tây,Đang cập nhật,0,0,0,Bán đất mặt tiền đường Nguyễn Diêu,https://alonhadat.com.vn/ban-lo-dat-goc-2-mat-tien-duong-nguyen-dieu-177m2-16815301.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Không rõ,Không rõ,1.6,14.814814814814815,108.0,6.0,18.0,Đông,Sổ hồng,0,0,0,Dự án đất nền mặt tiền Quốc Lộ 1A - trung tâm phường đập đá — thị xã an nhơn !,https://alonhadat.com.vn/ban-dat-phuong-dap-da-thi-xa-an-nhon--9278176.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Huỳnh Thúc Kháng,Đường Huỳnh Thúc Kháng,6.0,75.0,80.0,4.0,20.0,Chưa xác định,Đang cập nhật,1,2,3,"Bán căn nhà cấp 4, mặt tiền đường Huỳnh Thúc Kháng, phường thị nại, quy nhơn. giá rẻ",https://alonhadat.com.vn/ban-can-nha-cap-4-mat-tien-duong-huynh-thuc-khang-phuong-thi-nai-quy-nhon-gia-re-18282402.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Hoàng Minh Giám,Đường Hoàng Minh Giám. trục đường vip nhất khu đô thị b3 apt hôm nay cần bán lô đất góc 2 mặt tiền đường Hoàng Minh Giám,5.5,47.41379310344828,116.0,6.0,20.0,Chưa xác định,Đang cập nhật,0,0,0,Mở bán lô đất góc 2 mặt tiền đường Hoàng Minh Giám. trục đường vip nhất khu đô thị b3 apt,https://alonhadat.com.vn/mo-ban-lo-dat-goc-2-mat-tien-duong-hoang-minh-giam-truc-duong-vip-nhat-khu-do-thi-b3-apt-16215140.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Không rõ,Không rõ,13.0,52.0,250.0,7.0,20.0,Chưa xác định,Đang cập nhật,4,5,4,Bán nhiều lô đất khu biệt thự đại phú gia - 225 m². đơn giá 45 -50tr/m2 tùy vị trí - sổ sẵn,https://alonhadat.com.vn/ban-can-ho-altara-quy-nhon-2pn-2-ty-can-goc-70m2-so-hong-lau-dai-ho-tro-vay-70--15474849.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,3.8,92.6829268292683,41.0,5.0,18.0,Chưa xác định,Đang cập nhật,3,3,3,"(ngon rẻ) bán nhà 3 mê mặt tiền phường quy nhơn, 41 m² ngang4,7 m, giá chỉ 3ty xxz, hà thanh",https://alonhadat.com.vn/ban-nha-2-tang-moi-hem-rong-nguyen-thai-hoc-quy-nhon-57m2-gia-chi-3-ty-xxz-gan-bien--18203588.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hai Bà Trưng,Đường Hai Bà Trưng,6.0,136.36363636363637,44.0,4.0,11.0,Đông,Đang cập nhật,3,3,3,Bán nhà 3 tầng 1 lững hẻm nội bộ 5 m đg Hai Bà Trưng diện tích 44 m² giá 6ty,https://alonhadat.com.vn/ban-nha-3-tang-1-lung-hem-noi-bo-5m-dg-hai-ba-trung-dt-44m2-gia-6ty-18223059.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Đô Đốc Bảo,Đường Đô Đốc Bảo 111 m²,15.0,135.13513513513513,111.0,4.0,28.0,Tây,Đang cập nhật,4,4,3,"Bán nhà mặt tiền đường Đô Đốc Bảo 111 m², 82 m² và 177 m²",https://alonhadat.com.vn/ban-nha-mat-tien-duong-tran-hung-dao-177m2-va-190m2-12977576.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Thành phố Quy Nhơn,Không rõ,Không rõ,4.6,25.555555555555557,180.0,12.0,16.0,Chưa xác định,Đang cập nhật,0,0,0,Bán 2 lô liền kề - đất biển nhơn lý quy nhơn,https://alonhadat.com.vn/ban-2-lo-lien-ke-dat-bien-nhon-ly-quy-nhon-18490003.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Văn Ơn,Đường Trần Văn Ơn 111 m² và góc 2 mặt tiền 120 m² hôm nay 👉👉 bán nhà đường nội bộ 7 m Trần Văn Ơn diện tích:ngang 4.2,8.6,77.47747747747748,111.0,4.2,26.5,Đông,Đang cập nhật,3,5,3,Bán nhà nội bộ ô tô đường Trần Văn Ơn 111 m² và góc 2 mặt tiền 120 m²,https://alonhadat.com.vn/ban-dat-goc-2-mat-tien-duong-nguyen-van-hien-gan-duong-chuong-duong-ke-ben-khach-san-anya-8599191.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Hoàng Sa,Đường Hoàng Sa,4.4,27.5,160.0,8.0,20.0,Đông,Đang cập nhật,0,0,0,"Bán đất mặt tiền đường Hoàng Sa, thị trấn cát tiến. huyện phù cát, tỉnh bình định.",https://alonhadat.com.vn/ban-dat-mat-tien-duong-hoang-sa-thi-tran-cat-tien-huyen-phu-cat-tinh-binh-dinh--14836337.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Không rõ,Không rõ,3.75,60.483870967741936,62.0,4.0,13.0,Chưa xác định,Đang cập nhật,2,2,3,"Chính chủ bán nhà mặt tiền phường quy nhơn 62m² chỉ 3ty xyz, lộ giới 14 m view công viên",https://alonhadat.com.vn/ban-dat-mat-tien-gan-bien-quy-nhon-50m-ngang-dep-5m-lo-gioi-12m-oto-thong-thoag-nhin-3ty-18258453.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ kết cấu: -- 1,0.94,22.926829268292682,41.0,0.0,0.0,Chưa xác định,Sổ hồng,16,5,1,Cần bán căn hộ thương mại eco life 940tr - sổ lâu dài .. hỗ trợ vay 70%,https://alonhadat.com.vn/can-ban-can-ho-thuong-mai-eco-life-1-2-ty-60m2-so-lau-dai-12259744.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Nguyễn Lữ,Đường Nguyễn Lữ 37 m²,9.3,109.41176470588235,85.0,4.9,17.3,Tây,Đang cập nhật,4,1,3,"Bán nhà mặt tiền đường Nguyễn Lữ 37 m², 85 m²,114 m² và 182 m²",https://alonhadat.com.vn/ban-nha-mat-tien-duong-nguyen-thi-50m2-14008024.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Hai Bà Trưng,Đường Hai Bà Trưng,5.599,127.25,44.0,4.0,11.0,Đông,Đang cập nhật,3,3,3,Bán nhà 3 tầng hẻm nội bộ ô tô Hai Bà Trưng 44 m²,https://alonhadat.com.vn/ban-lo-dat-goc-2-mat-tien-xa-nhon-hai-90m2-16928747.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Hoa Lư,Đường Phạm Cự Lượng 46 m² hôm nay bán nhà 3 tầng mặt tiền đường Phạm Cự Lượng gần chợ Hoa Lư nhà xây hiện đại,3.579,77.80434782608695,46.0,3.0,14.0,Đông,Đang cập nhật,3,3,3,Bán nhà mặt tiền đường Phạm Cự Lượng 46 m²,https://alonhadat.com.vn/ban-lo-dat-mat-tien-duong-hoang-van-thai-75m2-ngang-5m-huong-dong-nam-8825979.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Điện Biên Phủ,Đường Điện Biên Phủ,1.4,21.53846153846154,65.0,0.0,0.0,Chưa xác định,Sổ hồng,20,2,2,"Mở bán những căn hộ cuối cùng của một trong những dự án đẹp ở quy nhơn - 2pn-2w chỉ 1,4 tỷ",https://alonhadat.com.vn/mo-ban-nhung-can-ho-cuoi-cung-cua-mot-trong-nhung-du-an-dep-o-quy-nhon-2pn-2w-chi-1-4-ty-18354284.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Huyện Tuy Phước,Quốc lộ 19,Đường QL19,3.0,37.5,80.0,7.0,20.0,Chưa xác định,Đang cập nhật,2,5,4,"Nhà phố khu đô thị bắc hà thanh riverside, mặt tiền đường QL19, giáp sông",https://alonhadat.com.vn/nha-pho-khu-do-thi-bac-ha-thanh-riverside-mat-tien-duong-ql19-giap-song-15693630.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Trần Anh Tông,Đường Trần Anh Tông - diện tích 108 m² ngang 7 m - giá 13tỷ hôm nay 🔥 nhà 3 mê mặt tiền Trần Anh Tông – ngang 7 m hiếm 🔥 📍 vị trí: đường Trần Anh Tông – khu trung tâm,13.0,120.37037037037037,108.0,7.0,19.2,Tây,Đang cập nhật,3,5,3,Bán nhà 3 mê mặt tiền đường Trần Anh Tông - diện tích 108 m² ngang 7 m - giá 13tỷ,https://alonhadat.com.vn/-ban-lo-dat-2-mat-tien-truoc-sau-duong-che-lan-vien-18291542.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Không rõ,Đường rộng 14 m – ô tô lưu thông thoải mái ➡️ thích hợp xây ở,3.25,40.625,80.0,4.0,20.0,Tây,Đang cập nhật,0,0,0,Bán 3 lô mặt tiền huỳnh tịnh của – khu cầu lê thanh nghị,https://alonhadat.com.vn/-ban-3-lo-mat-tien-huynh-tinh-cua-khu-cau-le-thanh-nghi--18498168.html
Nhà,Biệt thự/Nhà liền kề,"Biệt thự, nhà liền kề",Thành phố Quy Nhơn,Phạm Hổ,Đường 14 m ô tô đâu thoải mái có công viên sổ hồng đầy đủ giá bán 7 tỷ li...... << xem chi tiết >> 14m4 tầng5 phòng ngủ giá: 7 tỷ diện tích: 85 m² đường Phạm Hổ,7.0,82.3529411764706,85.0,7.0,20.0,Chưa xác định,Sổ hồng,4,5,4,"Bán nhà khu đô thị an phước, quy nhơn. cách biển 1km",https://alonhadat.com.vn/ban-nha-khu-do-thi-an-phuoc-quy-nhon-cach-bien-1km-16857311.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thành phố Quy Nhơn,Yongsan,Đường Yongsan ngay vòng xoay diện tích: 109 m² ngang 5 m giá: 4,4.1,37.61467889908257,109.0,5.0,21.8,Chưa xác định,Đang cập nhật,0,0,0,Bán đất b1 và b3 khu đô thị mới an phú thịnh đối diện chung cư cũng như đại học fpt,https://alonhadat.com.vn/ban-dat-khu-b3-do-thi-moi-an-phu-thinh-dien-tich-120m2-8077776.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Phan Đình Phùng,Đường Phan Đình Phùng,8.6,107.5,80.0,4.0,20.0,Đông,Đang cập nhật,3,1,3,"Bán 3 căn nhà mặt tiền đường Phan Đình Phùng, view hồ Đống Đa - diện tích 80 m², 96 m², 100 m²",https://alonhadat.com.vn/-ban-nha-cap-4-mat-tien-phan-dinh-phung-view-truc-dien-ho-sinh-thai-dong-da-18295014.html
Nhà,Nhà mặt phố/Kinh doanh,Nhà mặt tiền,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo phường hải cảng hôm nay 👉👉 căn 1: bán nhà gần biển 22 Trần Hưng Đạo quy nhơn.diện tích thực 33 m2,5.3,85.48387096774194,62.0,3.6,17.2,Tây,Đang cập nhật,1,3,3,Bán nhà mặt tiền đường Trần Hưng Đạo phường hải cảng,https://alonhadat.com.vn/ban-nha-2-me-ruoi-khu-cau-2-ha-thanh-gan-cau-huynh-tan-phat-56m2-8349905.html
Đất,Đất nền/Đất ở,Đất thổ cư/đất ở,Huyện Phù Cát,Không rõ,Không rõ,4.4,20.0,220.0,10.0,22.0,Bắc,Đang cập nhật,0,0,0,"Bán đất thôn vĩnh hội, xã cát hải, huyện phù cát, tỉnh bình định",https://alonhadat.com.vn/ban-dat-thon-vinh-hoi-xa-cat-hai-huyen-phu-cat-tinh-binh-dinh-15073521.html
Đất,Đất nền/Đất ở,Đất nền/liền kề/đất dự án,Thị xã An Nhơn,Chợ Mới An Nhơn,Đường Chợ Mới An Nhơn ra sân bay phù cát,1.2,12.0,100.0,5.0,20.0,Tây,Đang cập nhật,0,0,0,"Bán đất diện tích 100 m² khu c ngãi chánh 4,nhơn hậu,tx an nhơn, bình định",https://alonhadat.com.vn/-ban-dat-dt-100m2-khu-c-ngai-chanh-4-nhon-hau-tx-an-nhon-binh-dinh-18085855.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Trần Hưng Đạo,Đường Trần Hưng Đạo,1.75,29.166666666666668,60.0,4.0,15.0,Tây,Đang cập nhật,7,2,2,"Bán căn hộ chung cư altara quy nhơn, loại 2 phòng ngủ. giá 1,75 tỉ",https://alonhadat.com.vn/ban-can-ho-chung-cu-altara-quy-nhon-loai-2-phong-ngu-gia-1-8-ti-13786750.html
Nhà,Căn hộ chung cư,Căn hộ chung cư,Thành phố Quy Nhơn,Nguyễn Huệ,Đường Nguyễn Huệ,1.8,40.0,45.0,0.0,0.0,Chưa xác định,Đang cập nhật,5,1,2,"Bán căn hộ tms trực diện biển. 1,8 tỷ full nội thất- view biển",https://alonhadat.com.vn/ban-can-ho-tms-truc-dien-bien-2ty-full-noi-that-12729799.html
Nhà,Nhà riêng/Trong hẻm,Nhà trong hẻm,Thành phố Quy Nhơn,Trần Phú,Đường Nội Bộ Trần Hưng Đạo – phường. thị nại 🏡 📍 vị trí đẹp gần cây xăng Trần Hưng Đạo 👉 khu trung tâm,3.25,59.09090909090909,55.0,4.0,13.0,Đông,Đang cập nhật,1,2,3,"Bán nhà 1 mê hẻm nội bộ 438/ Trần Hưng Đạo, hẻm rộng 3 m - diện tích 55 m² ngang 4 m - giá 3,25tỷ",https://alonhadat.com.vn/-ban-lo-goc-126m-lo-17-duong-phan-thuc-truc-p-nhon-binh-18243735.html
